id,company_name,match_title,position_title,match_position_url,time_found,reviewed,comment
9c0f031a-f1b5-4adc-975f-12bf4a72005f,One Study Team,,,https://job-boards.greenhouse.io/onestudyteam/jobs/5826366004,2026-03-19 22:57:07,TRUE,applied
a0859b71-0376-44cd-b879-735fb5303cdf,Sesame,,,https://jobs.ashbyhq.com/sesame/48cfb97b-6444-4513-af81-0156f9274fc3,2026-03-20 15:17:21,,
d22fc6c7-07b6-4952-87e6-89727dbf975c,Acronis,,,https://www.acronis.com/en/careers/job/r-100754/,2026-03-23 15:15:53,TRUE,not in US
c2f3cf7a-4566-4a51-8971-0df286827aaf,Natera,,,https://job-boards.greenhouse.io/natera/jobs/5786200004,2026-03-23 18:19:06,TRUE,
d5a3d297-d121-434e-bd7d-2f2695685dfa,Octave,,,https://careers.octave.com/job/Quality-Assurance-Engineer/2721-en_US,2026-03-24 08:09:02,TRUE,applied
14274d5b-3fd1-4387-9135-fbd82968c9c8,Stand Together,,,https://jobs.lever.co/standtogether/a26c0a2c-7a9b-4aaf-9591-625eaccde077,2026-03-25 08:08:56,TRUE,applied
c0d9c124-b84f-49f3-baee-fece37ed64f0,RegScale,,,https://job-boards.greenhouse.io/regscale/jobs/5083080007,2026-03-25 15:16:10,TRUE,applied
9d5be1fa-130d-44ab-b9e0-76c2b1abbb46,Group1001,,,https://group1001wd.wd5.myworkdayjobs.com/en-US/Careers/job/Remote-Location/Senior-QA-Automation-Engineer_R26_0135-1?isRemote=dc7503d8446c11de98360015c5e6daf6&workerSubType=597388e5ca171065c8c75b03194e08bb&timeType=338af4518d3d10643e3c353fb9365a7a,2026-03-26 15:16:18,TRUE,already applieed
543df7ed-023a-46d5-80ff-7b624846ebcd,Robert Half,,,https://www.roberthalf.com/us/en/job/knoxville-tn/quality-assurance-tester/03230-0013410853-usen,2026-03-30 11:12:40,TRUE,skipped
24b8576e-56dd-4ed1-b337-53e329dd31c0,Trading Technologies,,,https://tradingtechnologies.com/job/senior-automation-test-engineer-490914/,2026-03-30 11:12:45,TRUE,not in US
b52b1161-2cda-45f3-8f18-067b7c1a0c35,Backbase,,,https://www.backbase.com/careers/jobs/7774440-senior-qa-engineer,2026-04-03 11:12:03,TRUE,not in US
6f0b6703-9f33-4cb1-8e76-6ae32bc2f16e,8:00 AM,,,https://www.8am.com/openings?gh_jid=4663749006,2026-04-07 18:18:44,TRUE,not in US
b39df715-5f28-4a0e-89cf-25626365f6de,Kraken,,,https://jobs.ashbyhq.com/kraken.com/b627b786-2e16-429b-aafc-fb0ec766106b,2026-04-07 18:19:51,TRUE,not in US
d18bb257-2255-47e5-b7c8-04ec3bc0c188,Kraken,,,https://jobs.ashbyhq.com/kraken.com/4202ca2f-9c4f-4d4c-a2e4-dd78e2c5cef0,2026-04-07 18:19:51,TRUE,not a SQA
3b884499-1a95-4eb2-96c4-9faf08ada794,Avive,,,https://jobs.lever.co/AviveSolutions/9026c441-cd81-4757-8aec-14df6c403aee,2026-04-08 12:54:45,TRUE,applied
862673aa-ad58-42a8-a118-7bfd87de84ec,Netbrain,,,https://job-boards.greenhouse.io/netbrain/jobs/5075417007,2026-04-08 12:54:45,True,skipped
01afab1d-ffd9-4e7d-b3eb-0ba57a484340,Classwallet,,,https://apply.workable.com/j/2682D45937,2026-04-08 12:54:46,TRUE,applied
234ef29e-889e-4555-b650-f1a9dc20f95e,Classwallet,,,https://apply.workable.com/j/CFE3E9E010,2026-04-08 12:54:46,TRUE, not remote
5299dc72-55dc-45bf-b4dc-e0b8769b976d,Versant Media,,,https://jobs.smartrecruiters.com/Versant3/744000119132799-sr-quality-engineer,2026-04-08 12:54:48,TRUE,applied
ff41952a-d837-458f-8681-565e6ee5b07d,Onebrief,,,https://jobs.ashbyhq.com/onebrief/91e6c5c3-7552-4dcf-a06e-16cc6212efb7,2026-04-08 23:25:12,TRUE,applied
60a30728-8a12-49fa-bf79-9d3fe4c1b3ac,Natera,,,https://job-boards.greenhouse.io/natera/jobs/5848062004,2026-04-10 15:16:33,TRUE,applied
76cc4ea7-3065-427e-9159-51eeee3fe119,eyeqmonitoring,,,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4074496,2026-04-13 10:31:25,TRUE,applied
60a78350-2b83-4689-8d2c-528e912a7569,Dario,,,https://www.dariohealth.com/career-position/?uid=57.866,2026-04-13 10:31:32,TRUE,applied
67d830e8-13fc-4744-8572-ac9c47123078,renewedvision,,,https://job-boards.greenhouse.io/renewedvision/jobs/4980311008,2026-04-13 10:34:06,TRUE,applied
ae12f8fc-113d-4648-a5a7-c254ecedbd94,NETGEAR,,,https://jobs.ashbyhq.com/netgear/c6e0cf92-f88f-4a6d-867c-af6bf9634da0,2026-04-14 17:57:07,TRUE,not in US
1052993c-3136-4a9c-90a9-1727f37308be,Medrio,,,https://job-boards.greenhouse.io/medrio/jobs/8468590002?gh_src=my.greenhouse.search,2026-04-14 17:57:08,TRUE,applied
0ed34df6-4dd6-495c-ac1e-324d7f6f503a,8:00 AM,,,https://www.8am.com/openings?gh_jid=4661933006,2026-04-14 17:57:12,TRUE,not in US
da93165a-e5eb-4174-b5df-11f84937dede,8:00 AM,,,https://www.8am.com/openings?gh_jid=4671142006,2026-04-14 17:57:12,TRUE,applied
bb4bf92c-dc81-431e-9aa3-73cbf9b94b62,Opendoor,Automation Lead,Finance Automation Lead,https://www.opendoor.com/careers/open-positions/jobs?gh_jid=4639044006,2026-04-14 19:31:13,TRUE,not in US
263cfd71-2a0e-4a3a-b81e-2c141b44fd0b,Panasonic,Quality Engineer,Senior Quality Engineer - Field Support,https://careers.na.panasonic.com/jobs/48446?lang=en-us&previousLocale=en-US,2026-04-14 19:31:14,TRUE,not SQA
bb4bf92c-dc81-431e-9aa3-73cbf9b94b62,Opendoor,Automation Lead,Finance Automation Lead,https://www.opendoor.com/careers/open-positions/jobs?gh_jid=4639044006,2026-04-14 19:31:13,True,not in US
263cfd71-2a0e-4a3a-b81e-2c141b44fd0b,Panasonic,Quality Engineer,Senior Quality Engineer - Field Support,https://careers.na.panasonic.com/jobs/48446?lang=en-us&previousLocale=en-US,2026-04-14 19:31:14,,
fac85bdb-fdda-48b8-91d7-571196b65cef,Panasonic,Quality Assurance,Software Quality Assurance & Process Improvement Manager,https://careers.na.panasonic.com/jobs/47928?lang=en-us&previousLocale=en-US,2026-04-14 19:31:14,,
a2ad165a-4f91-451e-988b-6c497164bed5,Acorn,QA Engineer,QA Engineer II,https://jobs.ashbyhq.com/Acorns/11056b58-9c26-4b20-875d-c53c4c017a7d,2026-04-14 19:31:17,,
725c747a-090e-4485-8d0d-c68050a4d064,OpenAI,Quality Engineer,"Component and Product Quality Engineer, Interconnects",https://jobs.ashbyhq.com/openai/2c9d0566-69b1-435e-bd8f-4eefc04dd076,2026-04-14 19:31:17,,
7de677b3-aee0-466a-b28e-ab6f60ccc5e9,OpenAI,Test Engineer,"Manufacturing Test Engineer, AI Compute Infrastructure - Stargate",https://jobs.ashbyhq.com/openai/8a950265-0527-48f8-be3c-2923d7d96940,2026-04-14 19:31:17,,
70f160ba-04e1-46af-9653-941753c24940,OpenAI,Quality Engineer,Quality Engineer - Rack Infrastructure & Site Operations - Stargate,https://jobs.ashbyhq.com/openai/fff7b15d-a1a0-441f-90f1-5efcae7f0051,2026-04-14 19:31:17,,
780964d5-f563-428c-a4e8-654da88a935a,Aembit,QA Engineer,Senior Software QA Engineer (US-Based Remote),https://aembit.bamboohr.com/careers/63,2026-04-14 19:31:22,,
fd7f7e07-6921-4c48-a82e-82e98eae58ff,Bitwarden,QA Manager,Associate QA Manager,https://bitwarden.com/careers/7640804003/,2026-04-14 19:31:24,,
86db1534-8869-4368-aa0d-98a546af6dd5,General Dynamics,Automation tester,Playwright Automation Tester,https://www.gdit.com/careers/job/b2119cb33/playwright-automation-tester/?q=qa&page=1&filterClearance=None&filterLocation=Remote,2026-04-14 19:31:25,,
5c701166-f80b-4881-8b89-1b384f72eaae,General Dynamics,Quality Analyst,Call Center Quality Analyst- Remote!!,https://www.gdit.com/careers/job/f48d15a89/call-center-quality-analyst-remote/?q=qa&page=1&filterClearance=None&filterLocation=Remote,2026-04-14 19:31:25,,
63b82709-4833-4eeb-ae64-b349bb3f3ece,Pinterest,QA Engineer,"Sr. QA Engineer, tvScientific",https://www.pinterestcareers.com/jobs/7642256/sr-qa-engineer-tvscientific/?gh_jid=7642256,2026-04-14 19:31:26,,
c291e729-d4e3-4696-aaa6-1b49a2bfa954,Eight Sleep,Test Automation Engineer,Senior Hardware Test Automation Engineer,https://jobs.ashbyhq.com/eightsleep/c280d4c4-f400-4f00-a9fd-fbc5bd5eadcb,2026-04-14 19:31:30,,
cdf7de7a-8967-44d1-bc92-525bf7427c8e,Mechanical Licensing Collective,Automation Developer,Analytics & Automation Developer,https://job-boards.greenhouse.io/mechanicallicensingcollective/jobs/7617359003,2026-04-14 19:31:30,,
4a65765f-0e7f-4f52-92da-76666e3016eb,Mechanical Licensing Collective,Test Engineer,Software Test (QA) Engineer,https://job-boards.greenhouse.io/mechanicallicensingcollective/jobs/7657799003,2026-04-14 19:31:30,,
d25404f4-53a0-43bf-91f7-87336012523d,Ocient,QA Automation Engineer,QA Automation Engineer II,https://ocient.com/job-postings/#op-689231--qa-automation-engineer-ii,2026-04-14 19:31:38,,
3efdfccf-ae87-4270-b236-4ff7219dddd6,Databricks,Automation Engineer,Network Automation Engineer,https://www.databricks.com/company/careers/infrastructure/network-automation-engineer--8459908002,2026-04-14 19:31:41,,
2680d41f-15e2-4744-a495-15c005309d5c,Databricks,Automation Engineer,Sr. IT Systems/Automation Engineer,https://www.databricks.com/company/careers/infrastructure/sr-it-systems-automation-engineer-8463169002,2026-04-14 19:31:41,,
d52e32f9-5d58-4094-9f29-fdbdc2d48712,540,Test Automation Engineer,Test Automation Engineer (Contract),https://job-boards.greenhouse.io/540/jobs/7670890003,2026-04-14 19:31:42,,
eb96efc0-e759-4c36-a4e6-4c050ffa435d,SmithRX,QA Analyst,Senior Benefits QA Analyst,https://job-boards.greenhouse.io/smithrx/jobs/8384225002,2026-04-14 19:31:44,,
4582e0aa-707f-441d-bf7a-7bdb93bd19e2,SmithRX,Quality Assurance,Clinical Review Quality Assurance Pharmacist,https://job-boards.greenhouse.io/smithrx/jobs/8493245002,2026-04-14 19:31:44,,
b896eecc-6759-4e94-b890-f5b8fe266154,Gallagher,Automation Lead,Quality Automation Lead - Contract to Hire,https://jobs.ajg.com/ajg-home/jobs/50399?lang=en-us&previousLocale=en-US,2026-04-14 19:31:45,,
38938dc8-1028-40d1-9493-a68dd60f364a,Netbrain,Automation Engineer,Network Automation Engineer,https://job-boards.greenhouse.io/netbrain/jobs/5090546007,2026-04-14 19:31:46,,
c7981d12-5758-4974-994c-89b99a832b84,Netbrain,Automation Engineer,"Network Automation Engineer, NA Services Team",https://job-boards.greenhouse.io/netbrain/jobs/5075898007,2026-04-14 19:31:46,,
986ecda4-6d56-4e74-97aa-e9e7383f75a1,Netbrain,Automation Engineer,"Network Automation Engineer, Customer Journey Team",https://job-boards.greenhouse.io/netbrain/jobs/5077278007,2026-04-14 19:31:46,,
b07281bc-ef1a-4752-b74a-b712568697d6,Netbrain,Quality Assurance,Quality Assurance Engineer,https://job-boards.greenhouse.io/netbrain/jobs/5098500007,2026-04-14 19:31:46,,
d38791d4-08c0-4152-bc93-cac5513f99b8,Glydways,Test Lead,System Test Lead,https://job-boards.greenhouse.io/glydways/jobs/5092548007,2026-04-14 19:31:47,,
6694fdb9-8c9d-4c1a-a64f-64fff5020d0a,Avive,Test Engineer,Embedded Test Engineer,https://jobs.lever.co/AviveSolutions/bd7b1d58-8d92-4b32-bddc-b3248a9a6819,2026-04-14 19:31:47,,
